ship_id,ship_type,route_id,month,distance,fuel_type,fuel_consumption,CO2_emissions,weather_conditions,engine_efficiency,estimated_dwt,CII_score,Eff_Flag,fuel intensity,ship_type,dwt
NG017,Tanker Ship,Warri-Bonny,June,222.86,HFO,6918.25,18129.18,Stormy,74.13,100000,0.813478417,LOW,31.04,,
NG017,Tanker Ship,Lagos-Apapa,July,243.28,Diesel,10597.84,28430.05,Calm,72.21,100000,1.168614354,LOW,43.56,,
NG017,Tanker Ship,Port Harcourt-Lagos,August,398.12,Diesel,16292.03,42561.16,Stormy,91.55,100000,1.069053552,OK,40.92,,
NG017,Tanker Ship,Warri-Bonny,September,170.59,HFO,5613.51,15671.15,Stormy,71.35,100000,0.918644117,LOW,32.91,,
NG017,Tanker Ship,Lagos-Apapa,October,308.63,HFO,11533.08,32171.93,Stormy,90.28,100000,1.042410978,OK,37.37,,
NG017,Tanker Ship,Warri-Bonny,November,483.05,HFO,16567.54,43762.71,Stormy,89.88,100000,0.905966463,OK,34.30,,
NG017,Tanker Ship,Lagos-Apapa,December,275.21,Diesel,11450.81,31485.1,Stormy,91.67,100000,1.144039097,OK,41.61,,
NG018,Surfer Boat,Port Harcourt-Lagos,January,39.85,Diesel,701.49,2021.9,Calm,86.51,50,1014.755332,OK,17.60,,
NG018,Surfer Boat,Port Harcourt-Lagos,February,32.2,Diesel,404.9,1022.19,Stormy,79.34,50,634.9006211,OK,12.57,,
NG018,Surfer Boat,Lagos-Apapa,March,70.82,Diesel,1307.9,3875.36,Moderate,85.71,50,1094.425304,OK,18.47,,
NG018,Surfer Boat,Escravos-Lagos,April,113.52,Diesel,1856.06,5269.68,Stormy,91.81,50,928.4143763,OK,16.35,,
NG018,Surfer Boat,Lagos-Apapa,May,63.25,Diesel,675.8,2004.4,Calm,83.96,50,633.8023715,OK,10.68,,
NG018,Surfer Boat,Warri-Bonny,June,80.21,Diesel,1173.95,3451.06,Moderate,74.14,50,860.5061713,LOW,14.64,,
NG018,Surfer Boat,Escravos-Lagos,July,34.56,Diesel,504.65,1410.81,Stormy,79.34,50,816.4409722,OK,14.60,,
NG018,Surfer Boat,Lagos-Apapa,August,150.1,Diesel,2780.98,7093.56,Stormy,91.9,50,945.1778814,OK,18.53,,
NG018,Surfer Boat,Escravos-Lagos,September,74.44,Diesel,1260.63,3532.99,Calm,76.64,50,949.2181623,OK,16.93,,
NG018,Surfer Boat,Escravos-Lagos,October,73.51,Diesel,1332.75,3409.08,Stormy,70.88,50,927.5146239,LOW,18.13,,
NG018,Surfer Boat,Lagos-Apapa,November,171.31,Diesel,2140.45,6324.12,Calm,71.5,50,738.3246746,LOW,12.49,,
NG018,Surfer Boat,Lagos-Apapa,December,106.5,Diesel,1548.12,4356.4,Calm,71.23,50,818.1032864,LOW,14.54,,
NG019,Fishing Trawler,Port Harcourt-Lagos,January,188.94,Diesel,5410.08,14352.13,Calm,92.08,500,151.9226209,OK,28.63,,
NG019,Fishing Trawler,Port Harcourt-Lagos,February,59.55,Diesel,1727.47,4456.51,Calm,85.29,500,149.6728799,OK,29.01,,
NG019,Fishing Trawler,Escravos-Lagos,March,50.74,Diesel,1100.26,3284.57,Calm,84.38,500,129.4666929,OK,21.68,,
NG019,Fishing Trawler,Warri-Bonny,April,124.04,Diesel,3072.12,8189.81,Calm,84.88,500,132.0511125,OK,24.77,,
NG019,Fishing Trawler,Lagos-Apapa,May,57.02,HFO,1614.61,4703.31,Stormy,88.63,500,164.9705367,OK,28.32,,
NG019,Fishing Trawler,Warri-Bonny,June,126.52,Diesel,3040.42,8794.4,Calm,78.24,500,139.0199178,OK,24.03,,
NG019,Fishing Trawler,Escravos-Lagos,July,101.03,HFO,2871.67,8264.78,Moderate,91.55,500,163.6104127,OK,28.42,,
NG019,Fishing Trawler,Lagos-Apapa,August,94.5,Diesel,2724.78,7330.98,Stormy,73.97,500,155.1530159,LOW,28.83,,
NG019,Fishing Trawler,Lagos-Apapa,September,148.66,HFO,3120.76,8682.98,Stormy,78.35,500,116.8166285,OK,20.99,,
NG019,Fishing Trawler,Lagos-Apapa,October,170.89,Diesel,4612.21,13811.49,Stormy,73.89,500,161.6418749,LOW,26.99,,
NG019,Fishing Trawler,Warri-Bonny,November,177.26,Diesel,4994.45,14632.07,Calm,83.91,500,165.0916168,OK,28.18,,
NG019,Fishing Trawler,Lagos-Apapa,December,168.28,Diesel,5044.11,12731.54,Stormy,75.23,500,151.3137628,OK,29.97,,
NG020,Oil Service Boat,Lagos-Apapa,January,98.82,Diesel,2550.32,6706.7,Moderate,79.87,1500,45.24522701,OK,25.81,,
NG020,Oil Service Boat,Port Harcourt-Lagos,February,149.95,Diesel,5059.64,13341.84,Moderate,71.2,1500,59.31683895,LOW,33.74,,
NG020,Oil Service Boat,Lagos-Apapa,March,141.31,Diesel,3785.67,10017.88,Moderate,92.56,1500,47.26195362,OK,26.79,,
NG020,Oil Service Boat,Lagos-Apapa,April,134.49,Diesel,3679.5,9410.46,Calm,85.3,1500,46.64763179,OK,27.36,,
NG020,Oil Service Boat,Port Harcourt-Lagos,May,25.14,HFO,802.83,2201.69,Calm,92.69,1500,58.38477857,OK,31.93,,
NG020,Oil Service Boat,Lagos-Apapa,June,137.44,HFO,3459.59,8772.44,Stormy,78.53,1500,42.5516104,OK,25.17,,
NG020,Oil Service Boat,Lagos-Apapa,July,118.76,Diesel,3617.84,9348.81,Moderate,91.54,1500,52.48012799,OK,30.46,,
NG020,Oil Service Boat,Warri-Bonny,August,146.7,HFO,3970.47,11420.54,Calm,81.52,1500,51.89975006,OK,27.07,,
NG020,Oil Service Boat,Escravos-Lagos,September,146.46,HFO,4226.71,12390.7,Calm,80.05,1500,56.40083754,OK,28.86,,
NG020,Oil Service Boat,Port Harcourt-Lagos,October,43.94,Diesel,1250.62,3536.87,Stormy,93.5,1500,53.66211501,OK,28.46,,
NG020,Oil Service Boat,Port Harcourt-Lagos,November,98.02,HFO,2541.75,6967.32,Calm,76.45,1500,47.38706386,OK,25.93,,
NG020,Oil Service Boat,Lagos-Apapa,December,86.94,HFO,2602.59,6916.44,Calm,79.64,1500,53.03611686,OK,29.94,,
NG021,Surfer Boat,Lagos-Apapa,January,79.49,Diesel,997.81,2570.9,Moderate,80.85,50,646.8486602,OK,12.55,,
NG021,Surfer Boat,Port Harcourt-Lagos,February,91.03,Diesel,1524.31,3820.28,Moderate,92.16,50,839.3452708,OK,16.75,,
NG021,Surfer Boat,Lagos-Apapa,March,84.7,Diesel,1664.31,4952.87,Stormy,83.55,50,1169.508855,OK,19.65,,
NG021,Surfer Boat,Escravos-Lagos,April,48.8,Diesel,893.45,2411.85,Stormy,82.01,50,988.4631148,OK,18.31,,
NG021,Surfer Boat,Escravos-Lagos,May,151.59,Diesel,2651.94,7070.14,Calm,94.39,50,932.7976779,OK,17.49,,
NG021,Surfer Boat,Port Harcourt-Lagos,June,144.64,Diesel,2150.85,5399.16,Moderate,86.2,50,746.5652655,OK,14.87,,
NG021,Surfer Boat,Port Harcourt-Lagos,July,149.94,Diesel,1714.08,4692.99,Calm,76.71,50,625.982393,OK,11.43,,
NG021,Surfer Boat,Warri-Bonny,August,195.8,Diesel,3199.53,9311.24,Moderate,77.66,50,951.0970378,OK,16.34,,
NG021,Surfer Boat,Warri-Bonny,September,188.8,Diesel,3031.95,8712.31,Calm,74.89,50,922.9141949,LOW,16.06,,
NG021,Surfer Boat,Port Harcourt-Lagos,October,59.24,Diesel,597.95,1776.85,Moderate,71.08,50,599.8818366,LOW,10.09,,
NG021,Surfer Boat,Port Harcourt-Lagos,November,78.33,Diesel,864.43,2489.25,Moderate,75.51,50,635.5802375,OK,11.04,,
NG021,Surfer Boat,Warri-Bonny,December,177.1,Diesel,2262.22,6635.75,Moderate,72.19,50,749.378882,LOW,12.77,,
NG022,Oil Service Boat,Escravos-Lagos,January,65.09,Diesel,1639.52,4268.91,Calm,70.9,1500,43.72315256,LOW,25.19,,
NG022,Oil Service Boat,Port Harcourt-Lagos,February,80.94,Diesel,2794.15,7331.74,Calm,70.28,1500,60.38827115,LOW,34.52,,
NG022,Oil Service Boat,Lagos-Apapa,March,111.83,HFO,2931.78,8441.66,Stormy,93.23,1500,50.32436138,OK,26.22,,
NG022,Oil Service Boat,Lagos-Apapa,April,144.78,HFO,3654,10239.48,Moderate,72.53,1500,47.1496063,LOW,25.24,,
NG022,Oil Service Boat,Port Harcourt-Lagos,May,104.87,HFO,3595.51,9075.2,Calm,71.44,1500,57.69174534,LOW,34.29,,
NG022,Oil Service Boat,Lagos-Apapa,June,118.46,HFO,3977.01,10237.31,Stormy,74.42,1500,57.61331532,LOW,33.57,,
NG022,Oil Service Boat,Port Harcourt-Lagos,July,142.81,Diesel,4507.52,11394.97,Calm,85.88,1500,53.19408071,OK,31.56,,
NG022,Oil Service Boat,Port Harcourt-Lagos,August,131.17,Diesel,3455.18,10315.59,Stormy,92.23,1500,52.4286041,OK,26.34,,
NG022,Oil Service Boat,Lagos-Apapa,September,58.76,Diesel,2035.11,5758.81,Calm,81.51,1500,65.33707738,OK,34.63,,
NG022,Oil Service Boat,Port Harcourt-Lagos,October,112.1,Diesel,3427.21,9190.04,Moderate,70.46,1500,54.65382099,LOW,30.57,,
NG022,Oil Service Boat,Escravos-Lagos,November,119.8,Diesel,3819.56,10191.39,Stormy,87.11,1500,56.71335559,OK,31.88,,
NG022,Oil Service Boat,Warri-Bonny,December,56.92,Diesel,1468.97,3842,Stormy,87.56,1500,44.99882877,OK,25.81,,
NG023,Oil Service Boat,Lagos-Apapa,January,58.23,HFO,1699.53,4978.93,Moderate,77.69,1500,57.00303395,OK,29.19,,
NG023,Oil Service Boat,Warri-Bonny,February,88.7,Diesel,2581.1,7472.59,Calm,76.97,1500,56.16377302,OK,29.10,,
NG023,Oil Service Boat,Warri-Bonny,March,53.49,HFO,1656.17,4566.03,Moderate,85.52,1500,56.90820714,OK,30.96,,
NG023,Oil Service Boat,Warri-Bonny,April,103.91,Diesel,2971.8,8699.04,Stormy,81.89,1500,55.81137523,OK,28.60,,
NG023,Oil Service Boat,Port Harcourt-Lagos,May,87.17,HFO,2651.01,6926.5,Moderate,70.69,1500,52.97311766,LOW,30.41,,
NG023,Oil Service Boat,Escravos-Lagos,June,89.54,HFO,2681.88,7056.44,Moderate,89.57,1500,52.53845581,OK,29.95,,
NG023,Oil Service Boat,Port Harcourt-Lagos,July,119.39,HFO,3939.71,11380.27,Calm,74.09,1500,63.54675154,LOW,33.00,,
NG023,Oil Service Boat,Warri-Bonny,August,24.39,HFO,846.01,2408.78,Stormy,84.64,1500,65.84064507,OK,34.69,,
NG023,Oil Service Boat,Escravos-Lagos,September,126.22,Diesel,4211.08,11335.36,Calm,85.1,1500,59.87091322,OK,33.36,,
NG023,Oil Service Boat,Warri-Bonny,October,62.68,Diesel,1954.11,5474.73,Calm,78.68,1500,58.22941927,OK,31.18,,
NG023,Oil Service Boat,Lagos-Apapa,November,45.26,Diesel,1511.04,4101.19,Stormy,81.2,1500,60.40933864,OK,33.39,,
NG023,Oil Service Boat,Warri-Bonny,December,69.01,HFO,1880.5,5418.76,Stormy,87.39,1500,52.34758248,OK,27.25,,
NG024,Tanker Ship,Lagos-Apapa,January,65.09,Diesel,2905.25,7913.94,Calm,94.32,100000,1.215845752,OK,44.63,,
NG024,Tanker Ship,Port Harcourt-Lagos,February,91.8,HFO,4366.78,12138.52,Moderate,83.58,100000,1.322278867,OK,47.57,,
NG024,Tanker Ship,Escravos-Lagos,March,149.01,HFO,5384.01,15352.62,Moderate,91.94,100000,1.030308033,OK,36.13,,
NG024,Tanker Ship,Escravos-Lagos,April,86.1,HFO,4287.66,11212.65,Calm,93.93,100000,1.30228223,OK,49.80,,
NG024,Tanker Ship,Port Harcourt-Lagos,May,485.87,Diesel,21327.56,56312.51,Moderate,90.51,100000,1.159003643,OK,43.90,,
NG024,Tanker Ship,Warri-Bonny,June,117.2,HFO,4671.66,13171.16,Calm,93.67,100000,1.123819113,OK,39.86,,
NG024,Tanker Ship,Lagos-Apapa,July,274.41,HFO,10317.72,27686.92,Moderate,80.56,100000,1.008961773,OK,37.60,,
NG024,Tanker Ship,Port Harcourt-Lagos,August,182.72,Diesel,6679.56,17773.93,Moderate,93.76,100000,0.972741353,OK,36.56,,
NG024,Tanker Ship,Escravos-Lagos,September,297.36,Diesel,13897.02,40922.2,Moderate,94.48,100000,1.37618375,OK,46.73,,
NG024,Tanker Ship,Warri-Bonny,October,242.97,HFO,7897.76,22654.04,Calm,88.94,100000,0.932380129,OK,32.51,,
NG024,Tanker Ship,Escravos-Lagos,November,416.14,Diesel,17607.05,48894.32,Stormy,81.39,100000,1.174948815,OK,42.31,,
NG024,Tanker Ship,Warri-Bonny,December,120.74,Diesel,4010.93,12004.61,Calm,92.43,100000,0.99425294,OK,33.22,,
NG025,Oil Service Boat,Warri-Bonny,January,95.41,HFO,3133.45,9210.04,Calm,89.9,1500,64.35412081,OK,32.84,,
NG025,Oil Service Boat,Escravos-Lagos,February,107.46,Diesel,3469.11,9147.38,Moderate,73.61,1500,56.74905391,LOW,32.28,,
NG025,Oil Service Boat,Escravos-Lagos,March,57.51,Diesel,1931.55,4916.1,Moderate,87.53,1500,56.98834985,OK,33.59,,
NG025,Oil Service Boat,Port Harcourt-Lagos,April,116.46,HFO,3616.91,9390.78,Moderate,90.4,1500,53.75682638,OK,31.06,,
NG025,Oil Service Boat,Warri-Bonny,May,20.58,Diesel,537.18,1522.09,Stormy,83.72,1500,49.30644639,OK,26.10,,
NG025,Oil Service Boat,Escravos-Lagos,June,55.38,HFO,1701.83,4840.15,Moderate,94.15,1500,58.26592031,OK,30.73,,
NG025,Oil Service Boat,Lagos-Apapa,July,116.16,Diesel,3374.08,8834.51,Moderate,81.96,1500,50.70311065,OK,29.05,,
NG025,Oil Service Boat,Port Harcourt-Lagos,August,149.51,HFO,4713.61,13401.45,Calm,87.28,1500,59.75720688,OK,31.53,,
NG025,Oil Service Boat,Escravos-Lagos,September,132.92,Diesel,3893.55,10583.35,Moderate,76.15,1500,53.08130204,OK,29.29,,
NG025,Oil Service Boat,Port Harcourt-Lagos,October,44.42,Diesel,1298.5,3615.99,Moderate,79.77,1500,54.26969833,OK,29.23,,
NG025,Oil Service Boat,Warri-Bonny,November,99.94,Diesel,3159.82,8923.79,Moderate,75.41,1500,59.52764992,OK,31.62,,
NG025,Oil Service Boat,Escravos-Lagos,December,40.36,Diesel,1159.76,2957.64,Calm,89.77,1500,48.8543112,OK,28.74,,
NG026,Oil Service Boat,Escravos-Lagos,January,116.69,Diesel,3619.39,10736.32,Calm,86.27,1500,61.33813237,OK,31.02,,
NG026,Oil Service Boat,Escravos-Lagos,February,21.11,Diesel,618.57,1789.58,Calm,81.47,1500,56.51602716,OK,29.30,,
NG026,Oil Service Boat,Port Harcourt-Lagos,March,90.67,Diesel,2435.69,6402.17,Moderate,78.9,1500,47.07304878,OK,26.86,,
NG026,Oil Service Boat,Warri-Bonny,April,69.39,HFO,2314.97,5805.05,Calm,81.72,1500,55.77220541,OK,33.36,,
NG026,Oil Service Boat,Lagos-Apapa,May,123.09,Diesel,3902.97,10306.37,Moderate,75.15,1500,55.82023993,OK,31.71,,
NG026,Oil Service Boat,Lagos-Apapa,June,46.3,HFO,1556.45,4080.87,Stormy,79.42,1500,58.75982721,OK,33.62,,
NG026,Oil Service Boat,Port Harcourt-Lagos,July,79.29,HFO,2365.69,6279.92,Stormy,74.78,1500,52.80127801,LOW,29.84,,
NG026,Oil Service Boat,Warri-Bonny,August,86.94,Diesel,2257.48,5963.28,Moderate,76.82,1500,45.72716816,OK,25.97,,
NG026,Oil Service Boat,Port Harcourt-Lagos,September,76.14,HFO,2370.51,7091.6,Calm,83,1500,62.09263637,OK,31.13,,
NG026,Oil Service Boat,Escravos-Lagos,October,111.16,HFO,3490.6,9870.22,Calm,75.47,1500,59.19527408,OK,31.40,,
NG026,Oil Service Boat,Warri-Bonny,November,59.2,Diesel,1855.35,5511.37,Calm,78.75,1500,62.06497748,OK,31.34,,
NG026,Oil Service Boat,Escravos-Lagos,December,74.35,HFO,2391.61,6789.18,Moderate,88.16,1500,60.87585743,OK,32.17,,
NG027,Oil Service Boat,Escravos-Lagos,January,70.18,HFO,2442.33,7137.17,Moderate,72.99,1500,67.79870808,LOW,34.80,,
NG027,Oil Service Boat,Warri-Bonny,February,132.71,Diesel,4402.34,11167.9,Moderate,93.17,1500,56.1017758,OK,33.17,,
NG027,Oil Service Boat,Warri-Bonny,March,145.24,Diesel,4355.72,12783.02,Stormy,92.2,1500,58.67538786,OK,29.99,,
NG027,Oil Service Boat,Escravos-Lagos,April,124.55,HFO,3221.29,9405.04,Calm,93.48,1500,50.34144253,OK,25.86,,
NG027,Oil Service Boat,Port Harcourt-Lagos,May,56.62,Diesel,1567.98,4073.16,Stormy,74.2,1500,47.95902508,LOW,27.69,,
NG027,Oil Service Boat,Escravos-Lagos,June,75.4,HFO,2228.26,5797.49,Moderate,93.2,1500,51.25985853,OK,29.55,,
NG027,Oil Service Boat,Escravos-Lagos,July,48.44,Diesel,1521.47,4171.58,Moderate,89.5,1500,57.41233141,OK,31.41,,
NG027,Oil Service Boat,Port Harcourt-Lagos,August,72.18,Diesel,2278.17,6027.09,Stormy,88.48,1500,55.66722084,OK,31.56,,
NG027,Oil Service Boat,Lagos-Apapa,September,123.37,Diesel,3651.09,10789.23,Calm,73.17,1500,58.30282889,LOW,29.59,,
NG027,Oil Service Boat,Warri-Bonny,October,82.41,Diesel,2577.71,7055.33,Stormy,90,1500,57.07503135,OK,31.28,,
NG027,Oil Service Boat,Lagos-Apapa,November,51.36,Diesel,1341.02,3385.15,Calm,83.38,1500,43.94016096,OK,26.11,,
NG027,Oil Service Boat,Port Harcourt-Lagos,December,105.32,HFO,3220.73,9016.57,Stormy,84.24,1500,57.07412331,OK,30.58,,
NG028,Surfer Boat,Escravos-Lagos,January,50.49,Diesel,911.43,2466.31,Calm,83.71,50,976.9498911,OK,18.05,,
NG028,Surfer Boat,Escravos-Lagos,February,199.66,Diesel,2408.12,6655.18,Calm,93.63,50,666.6513072,OK,12.06,,
NG028,Surfer Boat,Port Harcourt-Lagos,March,161.15,Diesel,2398.63,6323.16,Calm,74.82,50,784.7545765,LOW,14.88,,
NG028,Surfer Boat,Escravos-Lagos,April,176.37,Diesel,1878.65,4900.56,Calm,89.74,50,555.7135567,OK,10.65,,
NG028,Surfer Boat,Warri-Bonny,May,163.95,Diesel,2361.21,5953,Stormy,84.6,50,726.1970113,OK,14.40,,
NG028,Surfer Boat,Warri-Bonny,June,97.93,Diesel,1208.32,3328.55,Calm,76.77,50,679.7814766,OK,12.34,,
NG028,Surfer Boat,Lagos-Apapa,July,80.13,Diesel,1147.85,3081.36,Calm,86.62,50,769.0902284,OK,14.32,,
NG028,Surfer Boat,Lagos-Apapa,August,56.25,Diesel,748,2136.58,Calm,94.29,50,759.6728889,OK,13.30,,
NG028,Surfer Boat,Escravos-Lagos,September,111.94,Diesel,2069.27,5984.36,Calm,78.53,50,1069.208505,OK,18.49,,
NG028,Surfer Boat,Escravos-Lagos,October,143.42,Diesel,2604.36,7652.68,Moderate,83.18,50,1067.170548,OK,18.16,,
NG028,Surfer Boat,Lagos-Apapa,November,145.07,Diesel,1926.59,5701.91,Calm,87.04,50,786.0908527,OK,13.28,,
NG028,Surfer Boat,Escravos-Lagos,December,161.25,Diesel,2223.46,5679.22,Stormy,79.91,50,704.3993798,OK,13.79,,
NG029,Oil Service Boat,Lagos-Apapa,January,102.75,HFO,3509.4,10310.95,Calm,85.79,1500,66.8999189,OK,34.15,,
NG029,Oil Service Boat,Warri-Bonny,February,109.11,HFO,3463.74,9329.6,Moderate,93.53,1500,57.00424648,OK,31.75,,
NG029,Oil Service Boat,Lagos-Apapa,March,127.94,Diesel,3880.47,10708.58,Stormy,71.19,1500,55.80001042,LOW,30.33,,
NG029,Oil Service Boat,Lagos-Apapa,April,125.84,HFO,3682.11,10565,Calm,84.25,1500,55.97054461,OK,29.26,,
NG029,Oil Service Boat,Lagos-Apapa,May,46.93,Diesel,1383.17,4103.98,Stormy,86.05,1500,58.29931103,OK,29.47,,
NG029,Oil Service Boat,Port Harcourt-Lagos,June,73.36,Diesel,2092.97,6085.27,Moderate,82.87,1500,55.30052708,OK,28.53,,
NG029,Oil Service Boat,Lagos-Apapa,July,45.85,Diesel,1229.24,3194.38,Stormy,84.61,1500,46.44681934,OK,26.81,,
NG029,Oil Service Boat,Port Harcourt-Lagos,August,85.2,HFO,2884.59,8144.91,Moderate,78.68,1500,63.73169014,OK,33.86,,
NG029,Oil Service Boat,Port Harcourt-Lagos,September,148.29,Diesel,4784.83,14176.15,Calm,92.02,1500,63.73165194,OK,32.27,,
NG029,Oil Service Boat,Lagos-Apapa,October,37.16,HFO,1202.46,3089.79,Calm,72.66,1500,55.43218515,LOW,32.36,,
NG029,Oil Service Boat,Port Harcourt-Lagos,November,111.21,Diesel,3728.18,10477.94,Calm,91.23,1500,62.81173755,OK,33.52,,
NG029,Oil Service Boat,Port Harcourt-Lagos,December,125.81,HFO,4123.7,10755.6,Stormy,79.42,1500,56.99387966,OK,32.78,,
NG030,Fishing Trawler,Port Harcourt-Lagos,January,178.42,Diesel,4428.52,11684.43,Calm,72.05,500,130.9766842,LOW,24.82,,
NG030,Fishing Trawler,Lagos-Apapa,February,116.18,Diesel,3149.58,8825.4,Stormy,78.21,500,151.9263212,OK,27.11,,
NG030,Fishing Trawler,Port Harcourt-Lagos,March,52.83,HFO,1268.79,3585.41,Calm,89.61,500,135.7338633,OK,24.02,,
NG030,Fishing Trawler,Lagos-Apapa,April,197.35,HFO,4085.84,11880.69,Stormy,75.81,500,120.4022295,OK,20.70,,
NG030,Fishing Trawler,Lagos-Apapa,May,90.8,Diesel,2173.52,5582.82,Calm,72.58,500,122.9696035,LOW,23.94,,
NG030,Fishing Trawler,Port Harcourt-Lagos,June,159.71,HFO,3630.67,10442.54,Calm,73.67,500,130.7687684,LOW,22.73,,
NG030,Fishing Trawler,Warri-Bonny,July,56.54,HFO,1278.36,3341.75,Moderate,88.14,500,118.2083481,OK,22.61,,
NG030,Fishing Trawler,Escravos-Lagos,August,169.72,Diesel,5088.27,13786.21,Moderate,79.06,500,162.4582842,OK,29.98,,
NG030,Fishing Trawler,Warri-Bonny,September,84.41,Diesel,1730.23,4416.29,Stormy,93.28,500,104.6390238,OK,20.50,,
NG030,Fishing Trawler,Escravos-Lagos,October,104.55,HFO,2977.87,7719.69,Calm,75.67,500,147.6746055,OK,28.48,,
NG030,Fishing Trawler,Warri-Bonny,November,184.31,Diesel,4705.79,13278.47,Calm,80.53,500,144.088438,OK,25.53,,
NG030,Fishing Trawler,Escravos-Lagos,December,192.57,Diesel,3950.67,11202.54,Stormy,93.98,500,116.3477177,OK,20.52,,
NG031,Fishing Trawler,Lagos-Apapa,January,119.07,Diesel,3379.44,9940.69,Calm,83.56,500,166.9722012,OK,28.38,,
NG031,Fishing Trawler,Warri-Bonny,February,142.02,Diesel,3229.17,8272.74,Stormy,70.44,500,116.5010562,LOW,22.74,,
NG031,Fishing Trawler,Escravos-Lagos,March,153.6,HFO,3924.42,11714.41,Calm,84.44,500,152.5313802,OK,25.55,,
NG031,Fishing Trawler,Warri-Bonny,April,173.93,HFO,4378.45,12796.79,Stormy,94.59,500,147.148738,OK,25.17,,
NG031,Fishing Trawler,Port Harcourt-Lagos,May,132.95,Diesel,3895.75,11071.89,Moderate,73.91,500,166.557202,LOW,29.30,,
NG031,Fishing Trawler,Warri-Bonny,June,163.94,Diesel,4122.72,11938.53,Moderate,85.64,500,145.6451141,OK,25.15,,
NG031,Fishing Trawler,Warri-Bonny,July,112.35,HFO,2928.31,7878.63,Stormy,84.84,500,140.2515354,OK,26.06,,
NG031,Fishing Trawler,Escravos-Lagos,August,127.69,HFO,2761.43,6998.65,Calm,84.43,500,109.6193907,OK,21.63,,
NG031,Fishing Trawler,Lagos-Apapa,September,195.73,HFO,4445.42,11503.01,Calm,71.63,500,117.5395698,LOW,22.71,,
NG031,Fishing Trawler,Lagos-Apapa,October,90.3,HFO,1891.16,5468.73,Calm,81.8,500,121.123588,OK,20.94,,
NG031,Fishing Trawler,Escravos-Lagos,November,85.73,Diesel,2432.55,6717.69,Stormy,78.56,500,156.7173685,OK,28.37,,
NG031,Fishing Trawler,Port Harcourt-Lagos,December,120.54,Diesel,3137.42,7948.62,Calm,71.47,500,131.8835241,LOW,26.03,,
NG032,Tanker Ship,Port Harcourt-Lagos,January,453.14,HFO,21961.99,65037.14,Stormy,70.12,100000,1.435254888,LOW,48.47,,
NG032,Tanker Ship,Port Harcourt-Lagos,February,396.65,Diesel,19150.2,49427.38,Calm,78.79,100000,1.246120761,OK,48.28,,
NG032,Tanker Ship,Port Harcourt-Lagos,March,280.92,Diesel,13611.66,35537.02,Moderate,77.26,100000,1.265022782,OK,48.45,,
NG032,Tanker Ship,Escravos-Lagos,April,404.44,Diesel,16565.5,45631.07,Moderate,76.19,100000,1.12825314,OK,40.96,,
NG032,Tanker Ship,Escravos-Lagos,May,348.93,Diesel,16919.62,48565.92,Calm,88.55,100000,1.391852807,OK,48.49,,
NG032,Tanker Ship,Port Harcourt-Lagos,June,317.2,HFO,10763.02,31798.24,Stormy,86.21,100000,1.002466583,OK,33.93,,
NG032,Tanker Ship,Lagos-Apapa,July,276.72,HFO,11914.77,32859.83,Calm,77.02,100000,1.187475788,OK,43.06,,
NG032,Tanker Ship,Escravos-Lagos,August,111.72,Diesel,4098.19,10954.68,Stormy,74.78,100000,0.980547798,LOW,36.68,,
NG032,Tanker Ship,Port Harcourt-Lagos,September,136.97,Diesel,4733.49,14040.17,Moderate,87.94,100000,1.025054391,OK,34.56,,
NG032,Tanker Ship,Port Harcourt-Lagos,October,74.78,Diesel,3164.84,8375.31,Moderate,86.11,100000,1.119993314,OK,42.32,,
NG032,Tanker Ship,Warri-Bonny,November,183.77,HFO,6814.82,19892.07,Calm,81.98,100000,1.082443816,OK,37.08,,
NG032,Tanker Ship,Lagos-Apapa,December,129.96,HFO,4911.56,14207.9,Calm,78.55,100000,1.09325177,OK,37.79,,
NG033,Oil Service Boat,Lagos-Apapa,January,42.22,HFO,1196.1,3267.01,Stormy,90.64,1500,51.58708353,OK,28.33,,
NG033,Oil Service Boat,Warri-Bonny,February,122.92,Diesel,4096.55,10579.78,Calm,84.81,1500,57.38030155,OK,33.33,,
NG033,Oil Service Boat,Lagos-Apapa,March,41.3,HFO,1351.18,3471.03,Calm,84.66,1500,56.02953995,OK,32.72,,
NG033,Oil Service Boat,Escravos-Lagos,April,76.21,Diesel,2371.08,6269.5,Calm,78.01,1500,54.84407121,OK,31.11,,
NG033,Oil Service Boat,Lagos-Apapa,May,128.17,HFO,3322.06,9267.98,Calm,88.53,1500,48.20670464,OK,25.92,,
NG033,Oil Service Boat,Escravos-Lagos,June,117.24,HFO,3530.47,10465.35,Stormy,93.33,1500,59.50955305,OK,30.11,,
NG033,Oil Service Boat,Escravos-Lagos,July,91.81,HFO,2731.01,7276.37,Stormy,77.8,1500,52.83643757,OK,29.75,,
NG033,Oil Service Boat,Lagos-Apapa,August,30.59,Diesel,885.05,2334.45,Calm,94.09,1500,50.8761033,OK,28.93,,
NG033,Oil Service Boat,Escravos-Lagos,September,65.41,HFO,2204.43,6020.19,Calm,81.55,1500,61.35850787,OK,33.70,,
NG033,Oil Service Boat,Lagos-Apapa,October,127.82,Diesel,4352.54,12953.09,Calm,89.58,1500,67.55901528,OK,34.05,,
NG033,Oil Service Boat,Lagos-Apapa,November,46.73,Diesel,1328.9,3536.98,Calm,85.59,1500,50.45980455,OK,28.44,,
